slope,aspect,slope_shape,lithology_grade,fault_distance_km,lineament_density,geomorphology_unit,lulc_class,twi,rainfall_24h_mm,rainfall_72h_antecedent_mm,rainfall_intensity_max_mm_h,soil_saturation_pct,pore_water_pressure_kpa,sar_coherence_loss,sar_backscatter_diff_db,ndvi_vegetation_loss,osm_road_distance_m,osm_settlement_distance_m,geotechnical_fs,landslide_occurrence,risk_severity
8.31,80.06,-0.382,3,8.685,3.475,2,2,6.97,94.0,264.32,13.82,100.0,58.86,0.584,-3.91,0.085,23.0,477.6,1.632,0,MODERATE
30.31,207.77,0.299,2,0.856,1.456,2,0,6.13,54.47,173.06,11.66,100.0,31.15,0.64,-7.13,0.086,146.3,877.4,0.826,1,CRITICAL
22.25,95.39,0.316,4,1.668,2.382,3,2,5.61,113.24,244.17,14.47,100.0,43.95,0.788,-6.17,0.07,215.0,223.8,0.565,1,CRITICAL
47.79,238.09,-0.073,2,2.649,1.303,3,0,7.98,29.02,123.28,5.24,88.81,19.71,0.733,2.43,0.258,32.5,18.4,0.626,1,CRITICAL
36.97,218.91,0.268,5,13.037,0.428,2,2,4.89,1.27,43.77,0.22,57.81,4.55,0.397,1.07,0.101,298.9,2242.9,0.821,1,CRITICAL
11.52,38.93,-1.0,3,2.682,1.738,2,2,9.32,3.11,26.76,0.63,60.34,3.28,0.217,-0.13,0.236,375.8,646.3,4.708,0,LOW
31.73,236.17,0.465,4,2.078,3.181,3,2,6.62,103.15,340.63,13.08,100.0,61.31,0.958,-2.29,0.055,285.7,81.9,0.222,1,CRITICAL
28.33,332.62,-0.055,2,3.067,1.981,1,2,7.4,34.37,122.11,3.02,87.39,19.21,0.46,1.65,0.084,21.6,459.9,1.33,0,MODERATE
21.35,58.0,0.05,4,12.369,1.762,3,1,7.72,243.48,378.13,52.57,100.0,68.06,0.98,-5.27,0.086,5.0,1310.3,0.293,1,CRITICAL
30.43,214.94,-0.112,5,5.962,1.601,0,2,6.47,115.3,200.85,15.07,100.0,49.99,0.849,-4.21,0.053,448.6,1028.4,0.277,1,CRITICAL
15.37,123.07,0.488,4,0.648,1.982,2,0,10.28,1.06,47.43,0.11,68.69,5.86,0.18,-1.45,0.133,188.5,1265.8,2.054,0,LOW
23.48,165.46,-0.371,4,5.691,1.405,2,0,3.97,132.6,249.76,27.58,100.0,60.87,0.88,-4.51,0.062,233.2,52.4,0.272,1,CRITICAL
22.47,103.32,0.516,1,6.438,2.61,2,2,10.32,15.56,63.92,1.66,74.04,8.52,0.397,-2.2,0.084,665.0,866.4,2.237,0,LOW
14.07,127.49,0.139,5,4.107,0.361,0,3,6.74,43.29,149.19,6.67,94.87,25.48,0.457,2.18,0.517,229.3,998.7,1.605,0,LOW
18.64,10.41,0.218,4,3.747,3.41,0,1,9.53,45.86,156.27,8.52,100.0,28.13,0.457,-4.76,0.263,81.9,89.7,1.083,1,HIGH
16.89,353.36,-0.115,5,2.035,0.81,3,2,7.94,4.0,23.77,0.73,56.9,2.92,0.23,-2.54,0.074,166.2,553.2,1.945,0,LOW
27.36,224.93,-0.458,4,3.592,2.697,1,2,9.37,8.73,42.62,0.73,65.51,6.07,0.411,-5.94,0.08,185.7,531.0,1.121,0,MODERATE
42.04,180.25,0.326,2,4.682,1.945,1,3,7.24,35.75,74.69,3.87,71.93,9.67,0.615,0.61,0.262,320.6,525.1,1.092,0,MODERATE
9.99,138.14,0.109,4,0.459,3.271,2,2,8.02,66.88,206.72,13.67,100.0,37.21,0.471,-1.68,0.077,121.4,382.6,1.755,0,MODERATE
27.8,194.17,0.477,1,1.041,3.487,1,2,9.92,19.96,75.66,3.14,77.06,10.5,0.476,2.75,0.153,512.7,122.4,1.706,0,LOW
16.54,136.84,-0.068,4,0.755,0.937,3,0,7.71,48.58,127.37,8.56,89.64,20.55,0.468,-3.77,0.117,214.9,51.2,1.465,0,LOW
35.77,129.57,-0.147,3,6.441,2.876,1,1,10.43,30.98,135.1,4.22,97.0,27.31,0.575,-3.81,0.101,220.9,126.9,0.764,1,CRITICAL
27.62,167.02,0.486,2,3.988,0.879,2,0,8.27,64.69,140.68,11.92,94.91,24.03,0.648,-5.41,0.302,399.4,1106.0,1.187,0,MODERATE
8.5,99.35,0.669,5,2.097,0.608,2,3,5.89,35.91,101.38,4.33,78.04,14.24,0.451,-0.78,0.22,24.0,115.1,3.298,0,LOW
24.59,64.82,0.003,5,6.122,3.914,3,1,6.72,124.02,286.65,13.95,100.0,51.6,0.907,-4.56,0.206,613.2,254.4,0.4,1,CRITICAL
20.73,200.38,-0.263,5,4.415,0.774,1,1,9.45,267.75,429.91,58.8,100.0,95.0,0.98,-5.8,0.154,60.5,261.6,0.277,1,CRITICAL
10.65,303.4,0.284,4,8.57,1.035,1,3,4.77,158.76,468.68,16.2,100.0,84.36,0.968,-5.44,0.218,113.3,1161.8,0.547,1,CRITICAL
16.66,55.02,-0.089,4,0.28,0.634,3,2,9.24,12.0,86.53,2.61,79.33,12.36,0.307,2.16,0.066,26.9,55.0,1.693,0,LOW
24.0,11.78,0.21,4,2.491,2.028,2,2,6.7,39.71,131.13,8.33,89.01,21.01,0.514,1.17,0.119,178.3,293.0,0.958,1,HIGH
16.94,88.85,-0.091,1,4.294,3.87,2,0,4.66,39.91,123.96,7.19,83.06,18.53,0.476,-1.78,0.057,115.6,746.1,2.424,0,LOW
37.93,352.7,0.547,5,0.814,1.183,1,0,7.96,119.31,395.65,19.27,100.0,71.22,0.971,-0.95,0.102,68.2,28.7,0.189,1,CRITICAL
20.63,298.35,-0.245,5,1.387,2.322,2,0,5.96,28.72,121.43,2.32,84.58,21.93,0.487,-2.11,0.083,54.4,616.1,1.145,1,HIGH
15.99,214.51,0.168,4,1.9,1.787,1,2,6.24,51.85,133.03,8.76,88.81,21.26,0.535,-2.35,0.202,42.2,44.4,1.503,0,LOW
24.73,334.53,-0.171,5,5.535,1.478,1,1,6.12,61.08,131.07,11.49,87.96,28.08,0.61,-7.83,0.123,18.4,271.0,0.818,1,CRITICAL
26.47,160.3,-0.099,3,2.381,2.446,2,0,7.75,7.69,33.82,1.4,59.78,3.64,0.315,-0.09,0.132,67.9,77.4,2.011,0,LOW
35.94,353.98,-0.144,3,2.376,2.391,3,2,6.64,53.06,150.24,5.52,95.03,32.07,0.749,-2.2,0.082,5.0,222.3,0.652,1,CRITICAL
22.97,106.67,0.259,5,1.973,1.573,1,0,8.36,18.43,81.11,2.88,76.0,11.1,0.412,0.63,0.07,23.9,17.1,1.225,1,HIGH
25.89,86.51,0.321,3,0.908,3.587,1,2,9.73,15.04,80.43,2.36,78.25,11.33,0.358,0.28,0.112,952.7,830.8,1.749,1,HIGH
18.61,229.7,0.195,4,8.977,0.318,1,2,8.69,18.73,103.48,3.21,83.76,15.6,0.413,-3.45,0.282,143.9,64.6,1.418,1,HIGH
48.4,136.14,-0.038,3,1.339,0.449,2,2,11.47,6.8,68.97,1.34,77.72,9.65,0.532,-1.82,0.122,701.5,93.4,0.885,1,HIGH
27.53,225.49,0.049,4,2.933,4.162,2,3,12.01,4.7,25.06,0.84,64.64,2.92,0.419,-2.49,0.202,142.8,275.8,1.168,0,MODERATE
24.3,109.8,0.314,4,0.564,3.165,1,1,6.86,67.66,138.66,6.75,91.72,22.89,0.591,0.06,0.315,422.8,8.8,0.903,1,HIGH
16.94,222.45,0.325,4,1.994,3.396,3,1,4.96,183.94,395.71,15.21,100.0,71.23,0.98,-0.95,0.194,336.5,1142.6,0.356,1,CRITICAL
38.37,99.27,-0.942,3,8.195,2.571,1,0,6.86,75.71,137.08,7.5,91.22,31.59,0.855,-0.72,0.222,49.6,240.1,0.602,1,CRITICAL
7.94,18.35,-0.095,2,18.886,1.821,1,1,7.76,24.29,90.24,2.08,77.85,12.65,0.252,3.28,0.098,176.7,339.5,5.895,0,LOW
24.81,328.37,-0.078,4,1.572,2.68,0,3,12.4,26.52,142.37,3.74,100.0,25.63,0.418,-0.42,0.381,36.3,916.2,0.812,0,HIGH
15.49,317.95,0.234,5,0.585,0.48,0,3,6.68,50.67,174.78,6.07,100.0,31.46,0.34,-4.65,0.224,145.9,386.2,1.282,1,HIGH
34.07,349.49,-0.023,1,1.321,3.207,0,3,8.11,130.79,339.52,10.6,100.0,61.11,0.98,-7.28,0.329,93.0,37.4,0.551,1,CRITICAL
26.61,257.95,0.252,1,1.387,2.317,1,1,6.0,14.7,75.39,1.34,69.93,9.49,0.444,-3.79,0.126,268.9,731.3,1.863,0,LOW
24.49,245.78,-0.378,1,3.62,4.023,2,2,6.74,41.08,94.32,5.57,77.31,18.05,0.455,-3.16,0.294,382.4,1114.2,1.676,0,LOW
12.26,201.24,0.091,5,2.399,2.714,0,2,4.83,44.92,122.17,9.5,82.79,18.21,0.445,-3.79,0.078,686.3,743.2,2.127,0,LOW
21.53,45.34,0.315,4,5.121,0.722,0,1,4.28,174.0,294.47,38.15,100.0,53.0,0.98,-4.54,0.061,13.7,94.9,0.408,1,CRITICAL
27.18,68.12,-0.516,5,4.229,2.058,0,0,10.49,49.93,171.7,4.35,100.0,36.9,0.492,-2.65,0.151,380.6,295.2,0.562,1,CRITICAL
35.95,104.21,0.88,3,1.013,0.337,1,0,9.85,98.67,274.52,19.37,100.0,49.41,0.865,-2.99,0.392,38.1,160.2,0.44,1,CRITICAL
29.04,320.46,0.417,3,5.368,3.156,0,1,6.69,5.97,29.74,0.88,56.55,3.03,0.333,4.78,0.063,567.9,410.1,1.858,0,LOW
34.07,62.27,0.0,4,6.581,2.158,0,0,9.84,25.73,106.79,4.3,86.88,16.7,0.508,0.48,0.059,293.6,816.9,0.679,1,CRITICAL
9.51,332.23,-0.29,2,3.193,1.616,3,3,4.62,61.44,133.07,9.27,85.91,27.95,0.468,-1.75,0.245,650.9,230.0,3.641,0,MODERATE
24.19,188.2,-0.061,3,9.193,4.071,2,2,7.12,73.59,217.07,15.41,100.0,39.07,0.728,-0.02,0.152,38.9,403.8,0.936,1,HIGH
36.69,257.61,0.029,3,5.347,3.956,2,2,7.88,140.7,414.77,20.68,100.0,74.66,0.98,-6.03,0.123,185.3,4.6,0.436,1,CRITICAL
5.08,39.69,0.154,2,3.167,4.007,3,0,10.29,58.02,226.59,6.01,100.0,40.79,0.424,-4.48,0.275,190.0,194.4,4.758,0,LOW
19.71,96.85,0.525,3,8.282,1.006,2,2,7.93,22.22,116.04,4.2,86.42,18.05,0.381,0.65,0.183,378.5,436.6,2.053,0,LOW
27.32,345.07,-0.167,1,3.21,3.087,2,2,8.7,50.35,179.23,7.65,100.0,38.3,0.568,-2.21,0.118,981.2,2097.0,0.669,1,CRITICAL
39.26,95.81,0.197,2,2.578,3.976,2,1,6.47,80.81,215.21,7.79,100.0,38.74,0.791,-2.51,0.086,5.0,146.7,0.469,1,CRITICAL
23.62,106.75,-0.452,2,1.542,2.441,2,2,8.08,99.71,202.2,14.42,100.0,48.36,0.79,-6.05,0.194,294.2,86.4,0.626,1,CRITICAL
22.19,71.14,-0.145,4,7.505,0.978,3,3,10.28,188.04,423.16,33.14,100.0,95.0,0.98,-6.15,0.254,11.7,1017.2,0.284,1,CRITICAL
26.05,46.47,0.132,2,0.458,3.453,0,2,3.94,13.76,108.8,1.67,76.92,15.06,0.422,-2.5,0.216,153.6,372.2,1.652,0,LOW
27.46,83.97,0.242,2,2.245,3.708,1,1,10.0,70.3,153.79,14.6,100.0,27.68,0.565,-3.81,0.123,529.9,2457.5,1.059,0,MODERATE
13.56,231.24,-0.264,1,2.698,2.983,0,0,7.04,14.53,45.41,2.89,62.2,6.83,0.306,3.87,0.148,231.4,132.0,3.976,0,LOW
16.92,163.93,-0.154,3,2.832,1.304,3,1,4.41,24.86,101.42,3.97,75.39,16.75,0.326,3.6,0.054,530.8,98.0,2.543,0,LOW
7.09,199.35,0.511,4,3.693,0.882,1,3,6.91,10.01,64.1,0.88,67.95,7.84,0.265,1.45,0.571,287.7,197.8,4.4,0,LOW
15.49,44.05,0.407,5,2.467,2.66,3,2,10.34,96.38,303.94,15.58,100.0,54.71,0.752,-2.89,0.162,660.7,388.1,0.703,1,CRITICAL
11.74,288.76,0.073,4,1.039,2.079,1,0,6.44,159.47,264.09,22.04,100.0,47.54,0.98,-5.86,0.12,439.8,35.8,1.118,1,HIGH
13.49,282.27,-0.783,2,6.806,2.842,1,2,8.16,1.98,45.17,0.36,64.14,5.45,0.189,-3.83,0.111,360.7,221.6,3.959,0,LOW
61.56,7.77,0.879,1,3.75,0.558,1,0,3.95,109.16,333.75,12.81,100.0,60.08,0.98,-2.53,0.123,381.2,30.6,0.61,1,CRITICAL
38.07,138.07,-0.007,2,6.836,0.657,2,2,3.48,17.99,89.68,2.96,69.97,11.29,0.558,1.62,0.054,233.8,482.6,1.188,1,HIGH
11.91,24.76,-0.109,5,1.131,1.588,2,2,5.13,43.38,123.41,6.84,83.73,23.8,0.471,-0.12,0.086,529.9,189.8,2.011,0,LOW
10.16,285.16,-0.183,4,3.547,1.161,1,2,9.73,89.65,225.38,13.78,100.0,51.33,0.529,-2.74,0.057,175.5,1587.9,1.16,0,MODERATE
16.03,265.42,0.132,1,4.383,2.639,2,1,7.39,45.95,88.52,4.42,76.62,12.21,0.527,-0.45,0.065,19.1,49.0,2.954,0,LOW
9.95,324.72,0.135,1,1.692,1.607,1,1,9.92,17.09,91.51,2.54,82.14,13.53,0.283,-1.59,0.082,387.6,1011.3,4.624,0,LOW
25.68,85.11,0.333,3,5.854,2.904,2,1,10.05,153.8,416.18,24.16,100.0,74.91,0.98,-4.97,0.139,375.3,12.0,0.535,1,CRITICAL
25.44,164.27,-0.324,2,0.05,3.252,2,2,5.83,58.52,115.12,12.28,82.34,24.09,0.555,-4.9,0.263,40.7,478.8,1.378,1,HIGH
13.37,66.42,-0.109,4,3.163,0.867,3,2,10.95,174.03,455.23,25.15,100.0,95.0,0.98,-5.5,0.398,80.5,1329.8,0.442,1,CRITICAL
31.85,133.64,0.711,3,3.328,3.871,3,2,6.3,121.87,318.54,20.67,100.0,57.34,0.941,-2.88,0.161,78.7,552.9,0.466,1,CRITICAL
31.87,188.01,0.079,4,2.671,3.327,2,0,9.7,135.99,305.05,21.72,100.0,54.91,0.98,-4.96,0.075,251.3,14.0,0.222,1,CRITICAL
15.09,19.2,-0.06,3,3.48,2.67,0,2,9.61,29.18,109.6,3.13,87.37,17.24,0.26,-4.64,0.081,228.7,481.7,2.755,0,LOW
13.11,257.35,-0.33,2,0.64,3.827,3,0,7.64,283.88,705.76,30.04,100.0,95.0,0.98,-6.59,0.079,35.5,153.2,1.041,0,HIGH
17.71,195.59,0.177,3,4.041,1.19,0,0,7.65,124.36,405.08,22.82,100.0,72.92,0.814,-2.93,0.196,161.8,588.5,0.721,1,CRITICAL
29.83,298.43,0.361,4,1.432,1.829,2,1,8.21,26.77,144.4,4.1,95.98,24.95,0.369,-2.66,0.169,7.0,270.7,0.655,1,CRITICAL
58.86,97.84,0.306,3,2.106,0.452,0,1,7.75,147.38,303.38,30.28,100.0,54.61,0.98,-4.2,0.055,47.8,433.6,0.472,1,CRITICAL
29.46,325.2,-0.091,3,1.418,1.97,1,0,6.64,91.5,319.2,18.95,100.0,57.46,0.787,-9.36,0.105,20.0,10.8,0.488,1,CRITICAL
11.31,359.53,0.126,4,2.248,2.176,2,0,6.45,83.95,177.13,10.21,100.0,31.88,0.539,-1.02,0.132,190.6,148.0,1.732,0,MODERATE
26.42,330.95,0.585,1,3.401,2.626,1,2,6.66,0.41,77.99,0.04,71.94,10.1,0.265,-0.49,0.051,18.0,161.7,1.845,0,LOW
23.65,280.04,0.375,3,6.378,0.363,3,1,10.18,1.48,45.73,0.19,67.96,5.59,0.268,2.31,0.122,846.0,267.1,2.157,0,LOW
22.9,292.45,-0.274,2,2.312,0.233,2,0,4.01,77.14,240.76,6.9,100.0,52.59,0.639,-3.28,0.277,275.6,956.5,0.641,0,HIGH
10.12,206.55,-0.891,4,1.366,1.822,2,1,6.41,21.23,115.83,4.02,83.6,19.98,0.327,0.21,0.054,413.7,207.3,2.505,0,LOW
26.38,68.46,0.104,1,2.343,0.875,1,1,6.78,3.92,33.33,0.39,57.87,3.47,0.317,1.67,0.065,148.6,547.2,2.158,0,LOW
21.91,243.73,0.279,4,4.086,3.211,0,2,7.0,21.89,74.45,4.41,71.42,9.57,0.39,-1.58,0.059,835.0,198.6,1.338,0,MODERATE
11.02,256.59,-0.381,1,1.49,2.842,2,3,8.15,118.27,183.55,16.34,100.0,47.23,0.766,-2.7,0.237,417.6,101.0,1.472,1,HIGH
51.08,354.74,-0.003,1,1.872,1.436,2,1,4.53,41.34,155.85,4.92,93.03,26.1,0.773,-1.67,0.087,105.1,279.7,0.555,1,CRITICAL
10.33,194.87,-0.092,4,2.896,0.288,2,3,9.76,62.14,177.16,9.33,100.0,31.89,0.562,-6.44,0.449,36.1,125.7,1.904,0,MODERATE
28.22,97.69,0.037,4,1.219,0.848,1,0,9.45,104.78,235.71,17.26,100.0,42.43,0.843,-2.33,0.179,172.4,24.4,0.406,1,CRITICAL
20.46,246.12,-0.191,5,0.821,2.936,2,0,8.98,25.39,89.56,4.53,79.83,15.92,0.343,-4.06,0.131,223.8,108.5,1.285,0,MODERATE
18.24,352.58,0.452,3,0.529,4.16,2,2,7.04,0.73,65.28,0.09,68.57,8.06,0.244,-3.36,0.132,212.4,38.8,2.722,0,LOW
41.7,63.8,0.052,3,1.522,1.438,2,2,5.88,25.39,71.43,5.52,68.43,8.8,0.405,-0.4,0.138,789.6,21.9,1.109,0,MODERATE
35.64,117.36,-0.308,4,0.173,3.388,2,1,6.78,204.04,616.62,28.39,100.0,95.0,0.98,-2.05,0.065,331.9,603.8,0.21,1,CRITICAL
20.51,195.08,0.321,2,3.065,3.655,3,0,7.63,42.79,92.15,8.42,78.23,12.98,0.41,-0.1,0.085,175.2,534.5,2.212,0,LOW
13.82,61.28,-0.442,1,0.677,0.298,2,2,8.97,54.83,164.41,4.65,100.0,36.17,0.474,-0.84,0.133,348.9,75.0,1.785,0,LOW
17.09,8.0,0.45,2,1.658,3.857,0,3,7.32,92.88,255.51,17.55,100.0,45.99,0.725,-2.21,0.203,119.7,18.7,1.06,0,MODERATE
18.97,121.31,0.347,2,1.098,2.011,2,3,8.29,7.94,51.38,1.25,66.37,6.14,0.263,0.81,0.254,449.6,10.8,2.758,0,LOW
35.97,311.53,0.486,2,3.484,4.053,2,2,6.55,86.06,179.55,14.59,100.0,32.32,0.796,1.29,0.195,598.2,591.7,0.588,1,CRITICAL
27.1,15.65,-0.055,5,6.648,2.308,0,2,8.13,22.98,124.08,3.04,89.34,19.95,0.445,-3.1,0.113,822.9,247.7,0.853,1,HIGH
36.59,154.41,-0.174,4,3.511,1.064,1,2,6.95,31.93,98.51,4.99,79.04,17.85,0.524,-3.2,0.21,9.7,252.7,0.614,1,CRITICAL
9.9,274.39,0.029,5,2.737,4.096,2,2,8.09,20.41,86.25,4.3,77.16,11.98,0.327,0.22,0.16,95.7,29.6,2.914,0,LOW
38.2,343.15,-0.03,5,3.871,1.098,2,3,3.61,10.84,64.83,1.45,62.25,7.26,0.498,-5.68,0.262,50.6,727.1,0.748,1,CRITICAL
44.86,354.77,-0.228,3,0.107,3.718,3,2,8.57,29.16,119.54,2.76,88.68,22.58,0.633,-2.03,0.088,307.7,155.2,0.635,1,CRITICAL
14.37,151.91,-0.194,2,0.459,0.81,3,2,8.69,6.46,57.38,1.17,69.0,7.9,0.216,-0.68,0.135,82.6,245.1,3.545,0,LOW
33.63,342.14,-0.128,3,0.349,2.867,0,1,8.66,121.09,385.86,18.25,100.0,83.98,0.98,-4.98,0.105,173.7,262.5,0.453,1,CRITICAL
42.93,12.75,-0.41,5,0.362,1.786,2,2,5.33,23.74,65.67,3.31,65.6,10.6,0.525,-6.47,0.462,430.9,961.8,0.601,1,CRITICAL
16.11,268.53,0.237,3,1.056,4.085,2,3,5.94,68.91,160.21,13.02,96.95,27.96,0.569,0.89,0.275,532.8,806.1,2.052,1,HIGH
11.66,231.39,-0.018,3,2.658,0.858,1,1,5.59,22.88,84.96,3.63,72.25,11.05,0.176,-3.16,0.073,259.9,179.3,4.096,0,LOW
25.12,89.83,-0.108,1,0.426,1.776,0,0,8.23,15.38,86.39,2.59,77.45,13.89,0.436,-2.9,0.314,168.1,34.4,1.778,0,LOW
6.91,182.63,-0.389,3,9.573,2.723,0,1,8.95,81.29,211.91,17.04,100.0,47.9,0.648,0.5,0.077,18.4,366.6,3.029,0,MODERATE
37.93,46.64,-0.406,3,6.741,4.108,0,3,5.97,63.58,162.72,5.61,97.81,36.28,0.733,-9.86,0.377,374.3,144.2,0.48,0,HIGH
13.31,313.77,0.678,3,12.47,1.346,3,2,10.39,15.99,70.84,1.87,76.38,9.74,0.207,2.26,0.104,347.5,166.2,3.608,0,LOW
19.37,128.84,-0.22,5,0.152,1.727,0,0,10.37,61.55,132.28,12.66,95.99,30.24,0.552,3.13,0.148,75.3,963.5,1.03,1,HIGH
31.89,225.38,0.214,1,6.673,1.993,1,0,7.8,0.33,74.2,0.06,72.79,9.72,0.36,-3.43,0.068,365.7,599.9,1.515,0,LOW
29.71,57.16,0.057,5,5.699,1.136,1,2,8.32,12.66,62.44,1.35,69.95,7.86,0.402,-2.68,0.116,73.6,222.3,0.976,0,HIGH
31.4,74.22,-0.971,1,8.134,3.451,2,2,3.8,84.57,174.32,8.77,97.63,40.78,0.901,-1.67,0.068,314.7,468.9,0.587,1,CRITICAL
14.33,357.1,0.627,5,2.627,0.477,0,0,6.34,34.31,87.0,6.71,74.24,11.63,0.374,-1.26,0.072,44.6,95.6,2.012,0,LOW
26.29,271.11,0.239,3,5.427,2.99,0,3,4.74,14.8,74.41,2.33,67.35,9.02,0.355,0.97,0.214,681.5,495.4,1.837,0,LOW
34.67,346.31,-0.269,4,0.184,2.289,1,2,5.5,45.83,151.09,9.19,93.25,30.86,0.615,-0.87,0.098,142.1,29.1,0.442,1,CRITICAL
15.82,106.51,-0.01,2,0.276,1.092,1,2,8.63,40.68,116.28,8.48,87.75,18.37,0.423,0.06,0.108,258.6,481.0,2.572,0,LOW
53.03,59.24,-0.402,4,0.442,2.121,1,3,9.16,65.32,201.4,5.86,100.0,44.09,0.813,6.09,0.224,64.8,979.8,0.207,1,CRITICAL
19.85,181.1,0.639,5,8.619,3.503,2,1,9.26,4.89,40.57,1.06,64.64,4.72,0.195,-5.28,0.126,535.5,390.9,1.591,0,LOW
6.55,178.08,-0.318,1,0.221,1.926,0,2,8.03,111.23,243.0,20.06,100.0,57.09,0.745,-0.07,0.075,965.9,187.3,2.254,0,MODERATE
19.79,62.98,-0.183,1,0.369,0.6,0,2,8.65,3.9,39.34,0.77,63.16,4.94,0.235,2.42,0.109,101.9,367.8,2.784,0,LOW
42.64,263.96,-0.255,2,9.328,0.267,1,3,4.0,39.32,177.41,6.61,98.98,36.32,0.587,-4.73,0.293,64.0,181.0,0.466,1,CRITICAL
12.83,130.24,0.028,2,0.398,3.289,3,0,4.66,80.57,191.71,9.89,100.0,34.51,0.565,-4.81,0.055,215.5,155.1,2.159,0,MODERATE
12.22,67.09,0.48,1,7.134,1.455,0,2,7.04,27.48,94.69,4.51,77.97,13.29,0.262,-0.49,0.207,887.4,2.2,3.812,0,LOW
27.42,119.51,0.626,4,5.45,3.918,3,2,8.81,156.6,420.33,23.84,100.0,75.66,0.98,-7.46,0.085,403.4,130.5,0.243,1,CRITICAL
11.62,202.92,-0.14,2,0.144,2.63,3,2,6.52,91.48,271.45,19.26,100.0,59.84,0.676,-4.57,0.108,1153.5,1009.6,1.166,1,HIGH
11.33,261.53,0.132,4,0.077,1.889,2,2,4.51,36.09,135.86,5.69,86.59,21.17,0.381,-1.32,0.097,583.3,88.8,2.175,0,LOW
13.76,173.48,0.029,5,2.675,2.414,2,0,5.98,13.2,85.51,1.11,73.13,11.26,0.312,-3.17,0.289,324.8,451.5,2.112,0,LOW
48.44,189.21,-0.344,4,20.0,1.974,2,0,5.45,2.89,66.82,0.51,66.19,8.31,0.524,-1.83,0.067,57.1,427.9,0.547,1,CRITICAL
29.01,50.02,0.848,1,7.387,3.814,2,0,3.71,105.16,348.42,9.16,100.0,62.72,0.887,-5.47,0.129,594.9,115.1,0.602,1,CRITICAL
22.97,329.29,0.477,3,1.299,1.978,2,1,12.39,14.04,46.71,2.98,72.25,6.07,0.445,-3.84,0.191,260.8,664.7,2.187,0,LOW
14.28,334.34,0.066,3,1.709,0.527,2,3,10.21,20.43,40.86,3.03,66.46,4.89,0.365,-0.43,0.245,168.2,260.3,3.667,0,LOW
34.45,246.03,0.554,2,1.718,2.548,0,0,3.15,0.68,81.46,0.15,66.74,9.79,0.388,-1.47,0.083,194.4,718.0,1.384,0,LOW
30.57,6.35,0.424,2,4.637,2.654,2,1,3.27,1.2,32.34,0.1,51.24,2.98,0.304,-0.92,0.06,930.1,5.6,1.842,0,LOW
50.25,193.35,0.029,5,1.46,3.238,2,3,5.73,17.02,60.2,2.63,64.57,7.0,0.507,0.22,0.302,5.0,72.6,0.532,1,CRITICAL
12.73,226.52,0.114,4,0.56,3.926,1,3,4.22,134.06,270.26,14.97,100.0,48.65,0.784,-3.42,0.323,388.4,211.9,0.984,0,HIGH
11.79,358.08,0.529,1,4.812,1.917,3,2,12.74,98.66,276.46,16.74,100.0,49.76,0.735,-4.01,0.08,402.0,290.0,1.277,0,MODERATE
6.68,358.58,-0.331,3,2.144,1.544,0,2,5.73,95.49,252.6,14.3,100.0,56.93,0.603,-5.31,0.17,28.1,355.7,2.256,0,MODERATE
29.38,308.74,0.586,2,0.28,2.112,3,1,8.3,114.05,269.69,18.16,100.0,48.54,0.909,-2.36,0.058,948.7,699.6,0.538,1,CRITICAL
25.35,22.98,-0.079,5,5.463,3.791,2,0,6.39,13.43,54.23,1.75,63.85,6.23,0.322,3.52,0.095,191.6,1049.9,1.204,0,MODERATE
17.85,343.18,0.534,5,3.081,4.118,2,0,4.93,251.31,582.09,21.92,100.0,95.0,0.98,-4.03,0.076,351.7,171.7,0.314,1,CRITICAL
6.59,220.56,-0.002,2,2.352,4.082,3,1,9.8,17.17,35.16,1.63,63.9,4.04,0.149,-5.31,0.076,155.7,980.8,8.301,0,LOW
45.25,288.32,0.118,3,3.916,1.042,3,1,8.94,10.56,37.42,2.11,63.07,4.25,0.522,-6.47,0.263,106.6,139.4,1.135,0,MODERATE
24.64,146.59,-0.012,3,2.464,2.137,1,1,7.37,22.69,91.33,4.05,77.49,12.74,0.393,-3.49,0.17,236.3,33.4,1.807,0,LOW
40.62,115.08,-0.186,3,3.659,1.164,2,0,12.74,49.14,117.47,9.22,95.52,26.09,0.672,-6.03,0.166,623.5,390.2,0.645,1,CRITICAL
42.64,166.77,-0.095,2,7.074,1.609,0,0,8.02,8.64,31.6,0.84,59.54,3.39,0.468,-4.58,0.104,286.2,493.7,1.283,0,MODERATE
28.93,52.87,0.483,4,3.327,0.23,2,0,6.5,87.22,222.62,7.58,100.0,40.07,0.723,-8.88,0.128,296.4,157.6,0.427,0,HIGH
31.2,128.54,-0.81,2,3.772,0.758,3,3,11.71,30.19,142.04,2.49,100.0,29.19,0.445,-1.22,0.323,106.6,83.6,0.844,0,HIGH
15.53,308.74,-0.434,4,3.33,1.728,1,3,8.39,54.62,142.35,8.36,95.65,31.06,0.6,-5.19,0.225,74.7,45.9,1.265,0,MODERATE
23.57,13.66,-0.254,3,2.651,1.595,0,0,11.08,86.13,198.55,12.93,100.0,46.08,0.704,-5.84,0.078,276.9,261.7,0.755,1,CRITICAL
37.12,54.32,-0.377,4,0.66,1.243,2,0,7.41,150.91,356.14,14.41,100.0,82.22,0.98,-5.88,0.222,44.2,236.6,0.207,1,CRITICAL
