sample_id,latitude,longitude,timestamp,year,region,district,mountain_belt,label_landslide,risk_category,susceptibility_score,geotechnical_fs,elevation,slope,aspect,curvature,plan_curvature,profile_curvature,roughness,twi,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_48h,rain_72h,rain_7d,rain_15d,rain_30d,soil_type,soil_depth,lithology,lithology_grade,geomorphology,landcover,lulc_class,ndvi,distance_to_stream_m,flow_accumulation,distance_to_fault_km,sar_coherence_loss,sar_backscatter_diff_db,ndvi_change,population_density,distance_to_road_m,distance_to_bridge_m,distance_to_hospital_m,gsi_susceptibility,data_quality,source_count
SMP-POS-01663,27.57874,88.54108,2023-10-04T01:30:00,2023,Sikkim,Mangan,Himalayas,1,CRITICAL,0.819,0.795,1702.5370903644948,40.35,144.35,-0.23336828025840706,-0.27636679570107736,-0.1887657618213064,4.712696778352069,7.78,0.1,0.7,3.5,10.1,13.7,16.9,17.0,18.4,77.3,102.5,Glacio-Fluvial Gravel & Schist Bedrock,3.69,Daling Group Chlorite-Sericite Schist & Gneiss,4,Confluence Terrace & Deep Fluvial Gorge,Township & Hydroelectric Dam Infrastructure,2,0.594,10.5,849.3,1.7,0.905,5.99,-0.311,588.6,31.8,25.6,9446.4,Very High,VALID,4
SMP-POS-00281,30.73294,79.06649,2013-06-16T18:30:00,2013,Uttarakhand,Rudraprayag,Himalayas,1,HIGH,0.974,1.015,3579.8119230950024,47.98,161.91,-0.03300987822422774,0.09031321401057135,-0.307263186683184,6.227705962160311,7.16,4.2,15.4,28.5,62.3,119.8,139.2,160.7,191.1,193.4,197.4,Glacial Till & Colluvial Boulders,2.62,Central Crystalline Biotite Gneiss & Granulite,3,Moraine Ridge & Glacio-Fluvial Outwash Plain,Bare Rock / Sparse Glacial Moraine & Town,1,0.511,16.0,566.1,0.97,0.99,6.2,-0.405,84.2,79.9,231.2,14802.2,Very High,VALID,4
SMP-NEG-00690,11.56175,76.15745,2021-11-15T12:00:00,2021,Kerala,Wayanad,Western Ghats,0,LOW,0.178,4.622,815.4429978795108,5.76,289.53,0.018322199957707952,0.0,0.0,0.535945145985362,4.28,0.4,6.3,9.3,19.3,30.8,65.3,93.7,124.2,230.4,332.6,Residual Sandy Loam Over Crystalline Rock,1.08,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.752,3289.0,13.7,44.39,0.165,-0.36,0.03,43.5,2917.8,4934.3,4335.6,Low,VALID,4
SMP-POS-00596,24.77876,93.61576,2022-06-30T00:30:00,2022,Manipur,Noney,Himalayas,1,HIGH,0.798,1.172,366.23190952290867,29.16,206.62,-0.02877080378122915,-0.34477657395714384,-0.29558645981262727,3.103647806771853,10.48,0.0,0.0,0.0,1.7,4.5,16.6,36.6,58.9,209.1,321.9,Weathered Shale / Siltstone Colluvium,3.32,Disang Group Splintery Shale & Siltstone,5,Ijei River Valley Slope Cut,Railway Yard Infrastructure & Secondary Bamboo,3,0.408,40.3,490.5,4.74,0.972,3.92,-0.203,132.3,179.0,259.0,20364.4,Very High,VALID,4
SMP-NEG-02252,11.30865,76.20365,2019-02-15T12:00:00,2019,Kerala,Malappuram,Western Ghats,0,LOW,0.184,4.556,54.6398665698469,6.36,94.15,0.013283151381392898,0.0,0.0,0.3230386660210983,3.38,2.6,2.7,9.7,20.1,41.6,68.5,80.0,160.2,206.8,326.8,Residual Sandy Loam Over Crystalline Rock,0.62,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.654,742.8,20.0,28.41,0.158,-0.17,0.037,70.7,5136.3,11668.8,31644.0,Low,VALID,4
SMP-POS-02047,14.36623,74.57489,2024-07-16T08:30:00,2024,Karnataka,Uttara Kannada,Western Ghats,1,CRITICAL,0.885,0.698,50.0,50.24,262.97,-0.5449919902640314,-0.2072005095603116,-0.1306356370628627,5.614557151526765,11.95,1.7,3.9,8.9,32.9,78.5,162.3,235.5,356.7,620.3,1100.1,Laterite Over Crystalline Gneiss,2.17,Peninsular Gneiss Overlain by Deep Laterite Soil,5,Coastal Hill Foot & Gangavali River Scour,National Highway NH-66 Corridor & Scrub,2,0.511,38.6,463.4,4.66,0.848,3.31,-0.334,122.7,12.5,887.4,7647.7,Very High,VALID,4
SMP-POS-02882,31.09984,77.14306,2023-08-14T07:15:00,2023,Himachal Pradesh,Shimla,Himalayas,1,HIGH,0.789,0.915,2021.2823896347177,32.43,207.19,-0.07610958423315645,-0.2923264726805594,-0.04939688916933482,3.7100930744336074,13.54,0.4,0.6,2.4,9.8,61.7,86.3,99.8,116.3,142.1,316.1,Weathered Phyllite & Colluvial Soil,4.66,Jutogh Group Carbonaceous Phyllite & Schist,4,Denudational Ridge & Spring Hollow,Dense Deodar Pine Forest & Heritage Railway,3,0.512,39.3,1478.4,1.8,0.772,3.42,-0.533,737.2,136.7,151.2,3640.5,Very High,VALID,4
SMP-NEG-02573,27.60147,88.55847,2023-02-15T12:00:00,2023,Sikkim,Mangan,Himalayas,0,LOW,0.091,3.632,1349.2930341508236,3.23,107.06,-0.019927445850259774,0.0,0.0,0.32497205236701354,3.35,2.2,5.6,13.6,25.8,33.9,64.5,84.4,164.4,205.1,345.8,Residual Sandy Loam Over Crystalline Rock,0.63,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.664,2579.9,142.3,33.74,0.09,-0.09,-0.007,105.2,5843.9,8547.2,11642.5,Low,VALID,4
SMP-NEG-01868,31.14399,77.17799,2016-02-15T12:00:00,2016,Himachal Pradesh,Shimla,Himalayas,0,LOW,0.106,3.925,1332.0577767620985,3.25,70.93,0.032047963353271654,0.0,0.0,0.29915062198464926,5.8,3.0,7.4,11.5,25.6,49.4,64.8,83.8,163.9,221.4,390.7,Residual Sandy Loam Over Crystalline Rock,0.93,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.872,2922.7,129.7,10.89,0.167,0.65,0.029,55.3,3117.6,5350.5,28023.4,Low,VALID,4
SMP-POS-00070,18.91331,73.2359,2023-07-19T22:30:00,2023,Maharashtra,Raigad,Western Ghats,1,CRITICAL,0.81,0.848,516.0871576449518,43.94,243.76,-0.9560600650682354,-0.07319092072779004,-0.15263122058151332,5.2925266645083635,10.28,1.2,4.2,20.8,37.5,70.7,118.2,166.7,252.4,524.6,967.5,Basaltic Boulder Colluvium,3.22,Deccan Volcanic Basalt Jointed Columnar,2,Escarpment & Talus Cone,Dense Scrub & Tribal Hamlet,2,0.583,325.5,253.4,6.96,0.785,4.17,-0.222,130.9,979.2,6066.0,14447.5,Very High,VALID,4
SMP-POS-02314,23.72659,92.7206,2024-05-28T06:00:00,2024,Mizoram,Aizawl,Himalayas,1,CRITICAL,0.916,0.673,1106.4253296039533,46.37,82.86,-0.5212884106749183,-0.46202492980124843,-0.09665940974668291,5.626728741170979,9.57,0.0,0.3,1.6,13.4,56.9,76.1,93.8,133.5,148.3,201.8,Sandstone & Siltstone Weathered Overburden,3.73,Surma Group Sandstone & Shale Intercalations,4,Anticlinal Ridge Flank & Stone Quarry Cut,Quarry Site & Peri-Urban Hill Settlement,2,0.502,140.5,1669.7,5.93,0.892,3.89,-0.515,578.1,66.8,1471.0,5153.9,High,VALID,4
SMP-NEG-00274,11.48644,76.08214,2019-03-15T12:00:00,2019,Kerala,Wayanad,Western Ghats,0,LOW,0.19,3.97,889.6086085407809,3.94,54.71,-0.01667614735730769,0.0,0.0,0.2587641073941395,5.8,3.9,7.3,15.6,18.6,42.4,76.1,116.3,147.6,177.9,344.7,Residual Sandy Loam Over Crystalline Rock,0.65,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.733,1831.5,34.8,30.01,0.067,0.05,0.013,40.6,2569.7,8995.5,4021.0,Low,VALID,4
SMP-POS-00600,10.16347,77.00787,2020-08-06T22:45:00,2020,Kerala,Idukki,Western Ghats,1,CRITICAL,0.785,0.7,1744.943251349411,43.9,288.83,-0.09463547399615585,-0.08553154026248966,-0.16032017573411975,5.240406450343571,5.28,1.6,5.5,19.0,44.4,98.0,172.5,242.7,442.9,537.5,759.3,Saprolite / Residual Clay Over Granite,2.63,Granitic Gneiss with Heavy Weathering Shell,5,Denudational Hill Slope,Tea Estate Line Quarters & Montane Grassland,2,0.379,58.1,155.8,4.89,0.812,3.78,-0.235,231.6,60.6,711.8,13343.9,Very High,VALID,4
SMP-NEG-02415,31.4881,78.0641,2021-01-15T12:00:00,2021,Himachal Pradesh,Kinnaur,Himalayas,0,LOW,0.151,2.766,1567.0072518807656,1.5,225.33,0.001620682949890594,0.0,0.0,0.2,5.55,0.9,5.9,13.6,23.8,48.5,73.0,104.1,167.5,246.5,420.8,Residual Sandy Loam Over Crystalline Rock,1.12,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.815,2961.7,43.3,43.91,0.144,-0.36,0.053,16.2,4173.1,11439.2,18728.3,Low,VALID,4
SMP-NEG-01848,10.22147,77.07547,2018-03-15T12:00:00,2018,Kerala,Idukki,Western Ghats,0,LOW,0.054,3.533,1279.3391043227243,3.16,92.96,-0.012434453798167372,0.0,0.0,0.2,3.69,0.9,5.8,13.4,24.3,34.1,58.3,94.5,129.2,196.8,321.3,Residual Sandy Loam Over Crystalline Rock,0.6,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.818,2177.3,33.7,21.42,0.137,-0.36,-0.01,74.8,2351.9,6061.9,20414.0,Low,VALID,4
SMP-NEG-02784,10.18919,77.04319,2018-01-15T12:00:00,2018,Kerala,Idukki,Western Ghats,0,LOW,0.059,1.922,1226.9855515262852,2.83,317.77,-0.047255903247923704,0.0,0.0,0.36855688397725356,4.4,1.8,5.5,14.4,26.2,47.5,56.6,82.1,123.2,156.9,224.8,Residual Sandy Loam Over Crystalline Rock,0.62,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.719,1850.9,230.0,26.11,0.104,0.28,0.026,127.5,4724.9,4024.2,14975.1,Low,VALID,4
SMP-NEG-01138,30.42553,79.77553,2019-03-15T12:00:00,2019,Uttarakhand,Chamoli,Himalayas,0,LOW,0.046,3.507,3500.0,8.98,82.94,0.006897709246432608,0.0,0.0,0.8975083918411855,2.77,3.4,4.3,11.8,23.9,42.2,74.5,114.8,199.9,285.6,336.8,Residual Sandy Loam Over Crystalline Rock,1.09,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.791,1755.4,89.5,29.5,0.106,-0.08,0.009,19.0,1943.1,10854.9,11466.9,Low,VALID,4
SMP-POS-01467,24.794,93.62523,2022-06-30T00:30:00,2022,Manipur,Noney,Himalayas,1,HIGH,0.963,1.12,677.3575897822473,29.39,232.51,-0.25120705374080615,-0.4635621264752903,-0.8145532802913904,3.235640427090151,9.94,0.0,0.0,0.0,1.5,4.1,14.9,32.8,52.8,187.3,288.4,Weathered Shale / Siltstone Colluvium,4.1,Disang Group Splintery Shale & Siltstone,5,Ijei River Valley Slope Cut,Railway Yard Infrastructure & Secondary Bamboo,1,0.458,40.7,521.6,2.98,0.918,4.75,-0.545,124.1,87.4,216.1,19253.9,Very High,VALID,4
SMP-POS-02455,24.78906,93.62212,2022-06-30T00:30:00,2022,Manipur,Noney,Himalayas,1,CRITICAL,0.81,0.867,552.2449791628319,43.1,237.67,-0.3149628052697294,-0.13159733353422176,-0.27262014233959575,4.716927045572692,10.43,0.0,0.0,0.0,1.4,3.8,14.0,31.0,49.8,176.7,272.0,Weathered Shale / Siltstone Colluvium,2.07,Disang Group Splintery Shale & Siltstone,5,Ijei River Valley Slope Cut,Railway Yard Infrastructure & Secondary Bamboo,1,0.623,38.2,681.4,5.57,0.933,5.29,-0.313,120.9,55.1,96.5,23767.0,Very High,VALID,4
SMP-NEG-00858,23.65782,92.64782,2017-02-15T12:00:00,2017,Mizoram,Aizawl,Himalayas,0,LOW,0.072,3.158,629.7405749428267,3.4,15.1,0.012540437365022031,0.0,0.0,0.34107817043670663,5.8,0.7,0.8,5.8,10.1,22.4,53.1,82.3,108.0,202.6,311.1,Residual Sandy Loam Over Crystalline Rock,0.43,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.816,3140.1,99.2,44.19,0.177,-0.0,0.068,137.0,1155.0,7123.2,5955.8,Low,VALID,4
SMP-NEG-01176,14.44068,74.65868,2021-11-15T12:00:00,2021,Karnataka,Uttara Kannada,Western Ghats,0,LOW,0.102,3.765,30.0,2.85,328.68,-0.030237249204072697,0.0,0.0,0.3562794960642156,5.8,2.4,6.4,9.7,23.1,47.5,66.0,90.3,142.1,190.1,258.4,Residual Sandy Loam Over Crystalline Rock,1.02,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.789,823.5,54.5,44.85,0.136,0.75,-0.052,28.8,3277.9,11017.1,29736.4,Low,VALID,4
SMP-POS-01836,11.38477,76.28275,2019-08-08T19:30:00,2019,Kerala,Malappuram,Western Ghats,1,CRITICAL,0.863,0.804,384.0498246070954,36.45,221.94,-0.4235106960433297,0.17387438729558735,-0.4884382972952411,3.9551494410717822,6.64,2.1,5.5,12.4,35.0,68.2,136.5,212.1,311.5,374.6,905.1,Colluvial Debris & Saprolite,3.56,Hornblende Gneiss & Charnockite Complex,4,Colluvial Fan & Valley Fill,Rubber Plantation & Rural Settlement,3,0.466,114.7,311.7,6.7,0.773,3.12,-0.537,309.5,214.0,2562.0,8021.2,High,VALID,4
SMP-POS-01418,11.54147,76.13853,2024-07-30T02:00:00,2024,Kerala,Wayanad,Western Ghats,1,CRITICAL,0.823,0.745,1115.0949487168418,38.81,269.37,-0.3669905965412043,-0.16271826649238158,-0.25916050627718257,5.206172971563803,10.03,2.0,6.2,9.1,19.2,60.4,124.2,135.0,221.7,470.0,737.5,Colluvium / Saprolite & Boulders,4.0,Charnockite & Weathered Hornblende-Biotite Gneiss,4,High-Relief Structural Escarpment,Tea Plantation & Shola Evergreen Forest,2,0.493,98.7,305.3,1.4,0.902,4.26,-0.447,257.1,170.6,262.6,4478.7,Very High,VALID,4
SMP-NEG-00767,23.76447,92.75447,2022-02-15T12:00:00,2022,Mizoram,Aizawl,Himalayas,0,LOW,0.106,3.6,666.9284783664004,5.21,132.11,-0.009417087811113221,0.0,0.0,0.52641280725369,5.8,1.9,6.4,9.3,15.2,21.5,45.0,81.6,138.4,201.5,277.5,Residual Sandy Loam Over Crystalline Rock,0.85,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.682,2058.8,23.3,11.54,0.092,0.38,0.062,134.7,5798.7,1465.4,31233.3,Low,VALID,4
SMP-POS-01433,11.38179,76.27433,2019-08-08T19:30:00,2019,Kerala,Malappuram,Western Ghats,1,CRITICAL,0.873,0.729,333.414466965115,35.12,237.22,-0.44424837645572346,-0.19123523949743124,-0.06472369466390732,4.230590294957629,7.71,2.5,6.4,14.5,40.7,79.4,159.0,247.0,362.8,436.3,1054.0,Colluvial Debris & Saprolite,4.88,Hornblende Gneiss & Charnockite Complex,5,Colluvial Fan & Valley Fill,Rubber Plantation & Rural Settlement,2,0.452,235.7,707.8,6.0,0.869,3.28,-0.422,325.5,88.8,2450.0,9262.5,High,VALID,4
SMP-POS-00393,11.38603,76.27909,2019-08-08T19:30:00,2019,Kerala,Malappuram,Western Ghats,1,CRITICAL,0.826,0.564,601.3759116915123,37.0,237.96,-0.7362641018516087,-0.22268169652032144,-0.25408747702880763,4.5830911832994765,12.4,2.0,5.2,11.7,32.9,64.0,128.2,199.2,292.6,351.8,850.1,Colluvial Debris & Saprolite,4.28,Hornblende Gneiss & Charnockite Complex,4,Colluvial Fan & Valley Fill,Rubber Plantation & Rural Settlement,2,0.673,139.1,1266.4,6.93,0.773,4.05,-0.353,453.6,81.7,2376.3,8640.6,High,VALID,4
SMP-NEG-00393,11.3247,76.2197,2016-01-15T12:00:00,2016,Kerala,Malappuram,Western Ghats,0,LOW,0.147,2.369,30.0,3.87,244.27,0.05,0.0,0.0,0.3570935596358864,5.18,1.0,4.5,7.5,19.9,43.3,76.6,118.8,158.7,207.6,268.3,Residual Sandy Loam Over Crystalline Rock,1.0,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.871,724.6,52.2,18.1,0.143,0.04,0.004,100.5,4444.4,10482.5,14225.9,Low,VALID,4
SMP-POS-00260,23.73329,92.70701,2024-05-28T06:00:00,2024,Mizoram,Aizawl,Himalayas,1,CRITICAL,0.947,0.698,1087.0229776428666,46.41,109.83,-0.3879918455790097,-0.037971236265746,-0.47874920381674285,5.516177953383514,4.5,0.0,0.4,1.9,15.7,66.5,88.9,109.5,156.0,173.3,235.8,Sandstone & Siltstone Weathered Overburden,3.23,Surma Group Sandstone & Shale Intercalations,4,Anticlinal Ridge Flank & Stone Quarry Cut,Quarry Site & Peri-Urban Hill Settlement,3,0.536,141.9,172.1,4.34,0.886,3.56,-0.381,410.9,33.2,1625.1,5537.5,High,VALID,4
SMP-NEG-02286,24.8505,93.6795,2016-12-15T12:00:00,2016,Manipur,Noney,Himalayas,0,LOW,0.145,4.724,101.42418459526903,2.53,43.33,0.05,0.0,0.0,0.33412604668648194,3.8,3.9,9.3,16.9,21.7,38.6,62.5,84.8,136.7,181.5,266.7,Residual Sandy Loam Over Crystalline Rock,0.61,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.688,1164.9,78.6,37.42,0.14,0.16,0.023,77.2,5842.5,3597.0,3460.8,Low,VALID,4
SMP-POS-00550,19.1631,73.68766,2014-07-30T03:00:00,2014,Maharashtra,Pune,Western Ghats,1,HIGH,0.951,0.976,917.0863197792484,27.51,184.17,-0.2629761770531638,-0.32825997797967554,-0.3193307819236282,3.091091975686419,9.33,1.4,3.0,5.9,19.2,68.3,154.7,206.5,300.3,589.8,747.6,Weathered Basalt & Clayey Silt,3.75,Deccan Trap Basaltic Lava Flows (Amygdaloidal Basalt),4,Terraced Basaltic Ridge,Agricultural Paddy Terraces & Slope Cuts,2,0.56,94.3,474.2,9.11,0.741,3.2,-0.439,108.8,60.0,3314.5,19871.0,High,VALID,4
SMP-POS-01337,24.78701,93.61957,2022-06-30T00:30:00,2022,Manipur,Noney,Himalayas,1,CRITICAL,0.788,0.779,604.5669257383962,42.26,219.09,-0.1366120229400444,-0.5612199153867901,-0.2839411543472749,4.846450134149762,10.74,0.0,0.0,0.0,1.9,5.0,18.2,40.2,64.7,229.6,353.4,Weathered Shale / Siltstone Colluvium,3.2,Disang Group Splintery Shale & Siltstone,5,Ijei River Valley Slope Cut,Railway Yard Infrastructure & Secondary Bamboo,2,0.394,15.2,509.1,5.41,0.912,4.64,-0.52,145.9,76.0,169.4,19931.7,Very High,VALID,4
SMP-NEG-00123,14.33573,74.55373,2022-03-15T12:00:00,2022,Karnataka,Uttara Kannada,Western Ghats,0,LOW,0.063,3.811,30.0,9.8,350.83,0.017011801154647933,0.0,0.0,0.6998596648498727,3.81,1.2,5.8,12.7,17.6,39.8,74.3,110.8,135.1,221.6,393.5,Residual Sandy Loam Over Crystalline Rock,0.65,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.785,1065.0,148.2,40.19,0.146,-0.32,-0.02,54.7,2345.6,4716.6,3003.2,Low,VALID,4
SMP-POS-01047,30.38142,79.73462,2021-02-07T10:00:00,2021,Uttarakhand,Chamoli,Himalayas,1,HIGH,0.83,1.022,5656.692938486955,48.86,357.29,-0.6133112900334678,-0.5422780127871508,-0.5624316567607076,5.453639008008141,8.36,0.0,0.0,0.0,0.0,0.0,0.0,5.3,15.1,15.1,15.1,Massive Migmatite / Quartzite & Hanging Glacier Ice,2.84,Higher Himalayan Crystallines (Vaikrita Group Gneiss),2,Glaciated Cirque Wall & Deep V-Shaped Gorge,Permafrost / Bare Rock & Alpine Meadow,2,0.654,17.4,1363.0,1.04,0.944,6.42,-0.301,27.9,746.9,1976.4,35080.8,Very High,VALID,4
SMP-NEG-02990,23.76338,92.75338,2017-02-15T12:00:00,2017,Mizoram,Aizawl,Himalayas,0,LOW,0.187,2.73,381.1838027057513,4.67,198.03,0.05,0.0,0.0,0.3004911527113592,5.8,2.9,3.0,9.2,16.1,38.4,49.4,60.1,117.6,208.6,336.0,Residual Sandy Loam Over Crystalline Rock,0.77,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.863,369.5,23.0,24.09,0.078,0.11,0.06,53.3,525.5,11729.2,13017.7,Low,VALID,4
SMP-POS-02120,11.53325,76.13265,2024-07-30T02:00:00,2024,Kerala,Wayanad,Western Ghats,1,HIGH,0.971,1.896,1073.2888401000798,28.71,272.51,-0.164938768365711,-0.12080199165339892,-0.373103345263769,2.9307131930493844,8.83,1.8,5.8,8.4,17.7,55.8,114.6,124.6,204.7,433.9,680.7,Colluvium / Saprolite & Boulders,1.99,Charnockite & Weathered Hornblende-Biotite Gneiss,3,High-Relief Structural Escarpment,Tea Plantation & Shola Evergreen Forest,2,0.426,78.6,409.6,1.73,0.841,3.81,-0.352,272.8,135.8,194.2,4750.9,Very High,VALID,4
SMP-NEG-01331,18.97115,73.29215,2017-12-15T12:00:00,2017,Maharashtra,Raigad,Western Ghats,0,LOW,0.06,3.365,46.44635175857729,4.34,25.45,-0.045681339240921215,0.0,0.0,0.341550501243342,2.95,1.8,4.2,8.1,14.3,23.5,42.2,71.4,157.2,252.5,420.9,Residual Sandy Loam Over Crystalline Rock,0.57,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.707,1306.6,232.2,27.53,0.237,1.37,0.025,40.7,4978.2,9913.0,31335.6,Low,VALID,4
SMP-POS-01945,30.7298,79.06388,2013-06-16T18:30:00,2013,Uttarakhand,Rudraprayag,Himalayas,1,HIGH,0.802,1.121,3528.7944453865366,48.39,195.88,-0.30963633377335,-0.2067731192959634,-0.3323013807408133,5.921172701607801,7.08,4.6,16.7,31.0,67.8,130.3,151.4,174.8,207.8,210.4,214.8,Glacial Till & Colluvial Boulders,2.09,Central Crystalline Biotite Gneiss & Granulite,3,Moraine Ridge & Glacio-Fluvial Outwash Plain,Bare Rock / Sparse Glacial Moraine & Town,3,0.618,14.6,243.3,1.3,0.99,5.63,-0.28,160.6,94.7,154.0,22280.6,Very High,VALID,4
SMP-POS-00442,23.72731,92.71811,2024-05-28T06:00:00,2024,Mizoram,Aizawl,Himalayas,1,CRITICAL,0.898,0.814,1073.5675592199154,37.68,127.94,-0.8756501729802555,-0.38470792957944855,-0.47164320635432533,4.690891503303297,8.97,0.0,0.5,2.2,18.3,77.5,103.7,127.7,181.9,202.1,274.9,Sandstone & Siltstone Weathered Overburden,4.09,Surma Group Sandstone & Shale Intercalations,4,Anticlinal Ridge Flank & Stone Quarry Cut,Quarry Site & Peri-Urban Hill Settlement,2,0.521,52.0,656.2,3.06,0.96,3.81,-0.286,532.5,63.5,2084.9,4133.4,High,VALID,4
SMP-NEG-02541,14.40018,74.61818,2017-11-15T12:00:00,2017,Karnataka,Uttara Kannada,Western Ghats,0,LOW,0.133,4.29,30.0,4.22,50.43,-0.01661901070287604,0.0,0.0,0.4117940703917341,5.8,0.8,3.3,4.4,10.2,24.5,42.5,60.5,91.9,163.4,269.6,Residual Sandy Loam Over Crystalline Rock,1.06,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.765,1848.3,40.4,8.91,0.123,0.33,0.027,69.4,2558.3,3132.4,24724.8,Low,VALID,4
SMP-NEG-02332,18.84483,73.16583,2018-01-15T12:00:00,2018,Maharashtra,Raigad,Western Ghats,0,LOW,0.181,3.459,30.0,4.31,220.93,-0.03513907361114918,0.0,0.0,0.2846493007331572,4.69,2.1,7.9,12.9,24.9,37.7,71.5,95.0,171.9,272.6,342.2,Residual Sandy Loam Over Crystalline Rock,1.08,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.812,884.6,28.5,20.37,0.167,-0.33,-0.009,60.8,312.9,7429.5,24684.0,Low,VALID,4
SMP-NEG-02314,23.68465,92.67465,2017-11-15T12:00:00,2017,Mizoram,Aizawl,Himalayas,0,LOW,0.049,2.136,374.29054556045594,5.01,36.66,0.004087035618548479,0.0,0.0,0.45790751469276414,4.75,0.8,6.6,16.0,18.9,25.0,37.4,54.0,94.8,195.6,261.1,Residual Sandy Loam Over Crystalline Rock,0.46,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.777,2084.9,73.2,36.15,0.123,-0.35,-0.016,60.7,772.0,7344.9,18466.5,Low,VALID,4
SMP-POS-00692,11.3855,76.28751,2019-08-08T19:30:00,2019,Kerala,Malappuram,Western Ghats,1,HIGH,0.898,1.157,639.9378095954105,33.98,234.69,-0.505795078827016,0.06391681325621579,-0.08011687964141256,4.62778738202478,6.09,2.5,6.4,14.4,40.4,78.8,157.8,245.2,360.1,432.9,1046.0,Colluvial Debris & Saprolite,4.88,Hornblende Gneiss & Charnockite Complex,3,Colluvial Fan & Valley Fill,Rubber Plantation & Rural Settlement,1,0.431,127.3,563.0,3.68,0.866,3.4,-0.39,328.7,202.8,2440.0,9571.3,High,VALID,4
SMP-POS-00855,31.54111,78.12492,2021-08-11T11:45:00,2021,Himachal Pradesh,Kinnaur,Himalayas,1,CRITICAL,0.912,0.813,2169.4947863258326,55.0,183.38,0.06481766605479766,-0.24508457154537133,-0.0745828348895533,7.048327007426339,7.56,0.0,0.0,0.0,2.4,2.4,4.0,8.7,17.1,80.5,191.3,Jointed Quartzite & Gneiss Boulders,3.81,Wangtu Gneissic Complex with Intense Jointing,2,Steep Valley Gorge of Sutlej River,National Highway NH-05 Cut & Sparse Pine,2,0.459,80.6,985.3,1.86,0.838,4.54,-0.292,57.4,2.0,1031.2,12049.8,Very High,VALID,4
SMP-NEG-00197,10.23742,77.09142,2016-03-15T12:00:00,2016,Kerala,Idukki,Western Ghats,0,LOW,0.112,4.199,1181.9834628963604,3.78,235.05,-0.018040462782832594,0.0,0.0,0.2,4.48,0.4,2.0,5.8,9.4,28.2,61.1,77.2,155.9,212.7,341.6,Residual Sandy Loam Over Crystalline Rock,0.47,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.705,848.0,21.4,42.54,0.091,1.19,0.018,99.1,2342.1,2996.1,8481.4,Low,VALID,4
SMP-NEG-02261,27.54024,88.49724,2022-11-15T12:00:00,2022,Sikkim,Mangan,Himalayas,0,LOW,0.106,4.616,1462.8898803682391,1.5,95.01,-0.013585922349367986,0.0,0.0,0.2,2.2,2.5,6.1,10.6,15.2,35.2,59.7,82.8,118.1,210.5,348.3,Residual Sandy Loam Over Crystalline Rock,0.75,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.725,3267.0,91.4,14.78,0.115,-0.21,0.059,44.2,1916.4,10807.9,10791.3,Low,VALID,4
